"time","error.y"
0,0
7,0.09006690684508456
14,0.1801338136901691
21,0.2702007205352546
28,0.36026762738034
35,0.4503345342254246
42,0.5404014410705091
49,0.6304683479155946
56,0.7205352547606791
63,0.8106021616057646
70,0.9006690684508492
77,0.9907359752959337
84,1.080802882141019
91,1.170869788986104
98,1.260936695831189
105,1.351003602676274
112,1.441070509521358
119,1.531137416366443
126,1.621204323211528
133,1.711271230056613
140,1.801338136901698
147,1.891405043746783
154,1.981471950591868
161,2.071538857436953
168,2.161605764282038
175,2.251672671127123
182,2.341739577972208
189,2.431806484817293
196,2.521873391662377
203,2.611940298507462
210,2.702007205352547
217,2.792074112197632
224,2.882141019042717
231,2.972207925887802
238,3.062274832732887
245,3.152341739577972
252,3.242327578921698
259,3.330993095092795
266,3.417865354017471
273,3.502929341651345
280,3.586170836477984
287,3.667574813128789
294,3.747126355198763
301,3.82481002713582
308,3.900610658639891
315,3.974513565105284
322,4.046504150148956
329,4.116567471892989
336,4.184688094548555
343,4.250851830161007
350,4.315043837326733
357,4.377248231674423
364,4.437451050741196
371,4.49563769282726
378,4.551791821853589
385,4.60589947196675
392,4.657946312078091
399,4.707915971053552
406,4.755794226327517
413,4.801566830191796
420,4.845217785210357
427,4.886732574524262
434,4.926096831221937
441,4.963294980229292
448,4.998312276706129
455,5.031134121712361
462,5.061745376954068
469,5.090131145496745
476,5.116276515423829
483,5.140166785659456
490,5.161787084283405
497,5.181122384581533
504,5.198162399246995
511,5.212907968086807
518,5.225377247284238
525,5.2355937838581
532,5.243581282375395
539,5.249361327206528
546,5.252955404189732
553,5.254387313322257
560,5.253681884537711
567,5.250864189292503
574,5.245959561484675
581,5.238994040495307
588,5.229994196068928
595,5.218986893162032
602,5.206000855602523
609,5.191064621013428
616,5.174206332717596
623,5.155456795746942
630,5.134846213399825
637,5.112405159717361
644,5.088165189261549
651,5.062159688496016
658,5.03442153001803
665,5.004983554601649
672,4.973879549015506
679,4.941145698329181
686,4.906817639788144
693,4.87093036506641
700,4.833519763988831
707,4.794624941920211
714,4.754285044608995
721,4.712539038093358
728,4.669425588008805
735,4.624983393945777
742,4.57925214019574
749,4.532275852415662
756,4.484097337516848
763,4.434759020282989
770,4.384302969344967
777,4.332771172242184
784,4.280205529833914
791,4.22664799289881
798,4.172140560101049
805,4.116725710675448
812,4.060445976035807
819,4.0033428106778
826,3.945458489769636
833,3.886836217365055
840,3.827517733910435
847,3.767543532816676
854,3.706954369258575
861,3.645790155239883
868,3.584090878263586
875,3.521896319853075
882,3.459248425547643
889,3.396187195585142
896,3.332751389148528
903,3.268979589630545
910,3.204910379228189
917,3.140581052634893
924,3.076030108584126
931,3.011296671633124
938,2.946417619808261
945,2.881428894356313
952,2.816365998847047
959,2.751264532876125
966,2.686159532653686
973,2.62108609625387
980,2.556079306369762
987,2.491172792630856
994,2.426398532603819
1001,2.361788804493111
1008,2.297374868240349
1015,2.233187985663709
1022,2.169258666636666
1029,2.105617441741847
1036,2.042293667107582
1043,1.979315287914659
1050,1.916709757784684
1057,1.854503319646566
1064,1.792723102343634
1071,1.731395170635679
1078,1.670544502010273
1085,1.61019555092913
1092,1.550371466670554
1099,1.491095084973008
1106,1.432388657403338
1113,1.374273593888674
1120,1.316771393014897
1127,1.259902412747029
1134,1.203685908198893
1141,1.148140922059419
1148,1.093285207683973
1155,1.039135981209057
1162,0.9857097217399513
1169,0.933022124612167
1176,0.8810882090566778
1183,0.8299223764453991
1190,0.7795382725061826
1197,0.7299491554897379
1204,0.6811675326095816
1211,0.633205176673739
1218,0.5860733796997186
1225,0.53978229076401
1232,0.4943415145664876
1239,0.4497599785595723
1246,0.4060458141478289
1253,0.3632064967098723
1260,0.3212489309055986
1267,0.2801793094255602
1274,0.24000331382212
1281,0.2007260178003465
1288,0.1623519113543814
1295,0.124884973987724
1302,0.08832825434477964
1309,0.05268435786977665
1316,0.01795516854841672
1323,-0.01585757512802211
1330,-0.0487530996000487
1337,-0.08073106631371996
1344,-0.1117921340339416
1351,-0.1419372204185203
1358,-0.1711679847690766
1365,-0.1994855663252819
1372,-0.2268924561835153
1379,-0.2533912437950523
1386,-0.2789862094625333
1393,-0.303681180414368
1400,-0.3274808338474484
1407,-0.3503892356297049
1414,-0.3724116906129762
1421,-0.3935536621540159
1428,-0.4138216133486976
1435,-0.433221941049772
1442,-0.4517615170372231
1449,-0.4694474617043012
1456,-0.4862873819978937
1463,-0.5022892347680195
1470,-0.5174616715702927
1477,-0.5318135663894514
1484,-0.5453541899691805
1491,-0.5580926117470115
1498,-0.5700384559126093
1505,-0.5812016667715048
1512,-0.5915928966653814
1519,-0.6012229166392782
1526,-0.6101027107865491
1533,-0.6182429587119085
1540,-0.6256546845449904
1547,-0.6323492267757338
1554,-0.6383388200195279
1561,-0.6436358211525395
1568,-0.6482525471493927
1575,-0.652200989574987
1582,-0.655493318944762
1589,-0.658142177691599
1596,-0.6601605013576828
1603,-0.6615613724034572
1610,-0.662357743674713
1617,-0.6625627099825255
1624,-0.6621894444967626
1631,-0.6612512776747295
1638,-0.6597617854156201
1645,-0.6577347283528789
1652,-0.6551838265187184
1659,-0.6521226644290934
1666,-0.6485646982430255
1673,-0.6445236968222243
1680,-0.6400135778710796
1687,-0.6350485006001634
1694,-0.6296423374753557
1701,-0.623808796065461
1708,-0.6175612261525369
1715,-0.6109133379722689
1722,-0.6038789965739113
1729,-0.5964725568104239
1736,-0.5887077261737073
1743,-0.5805980363175189
1750,-0.5721562692885636
1757,-0.5633958736410758
1764,-0.554330247077031
1771,-0.544973476548253
1778,-0.535338696346991
1785,-0.5254391878508304
1792,-0.5152878098794416
1799,-0.5048978793301488
1806,-0.4942822576478543
1813,-0.4834532662063662
1820,-0.4724236953365413
1827,-0.4612060397494817
1834,-0.449812763220689
1841,-0.4382560976516228
1848,-0.4265481135652633
1855,-0.4147005004671298
1862,-0.4027251061345032
1869,-0.3906335445246256
1876,-0.3784373460489725
1883,-0.3661478264894562
1890,-0.3537761248841429
1897,-0.341332969885852
1904,-0.3288292134964461
1911,-0.316275440145894
1918,-0.3036820477240534
1925,-0.2910591105793259
1932,-0.2784167073119779
1939,-0.2657646717402535
1946,-0.2531126569152979
1953,-0.2404697767287889
1960,-0.2278453712072519
